customer_id,brand,model,purchase_date,price,transaction_type
5ce32dff-bd74-4f5a-b7da-a32037919840,Brooks,Glycerin 20,2024-10-27,160,purchase
5ce32dff-bd74-4f5a-b7da-a32037919840,Brooks,Ghost 14,2023-05-01,140,purchase
5ce32dff-bd74-4f5a-b7da-a32037919840,Mizuno,Wavesky 3,2022-01-27,160,purchase
ab481440-4cd2-4e8a-9db8-d1d2bab1f05a,New Balance,860 11,2021-09-17,160,purchase
ab481440-4cd2-4e8a-9db8-d1d2bab1f05a,Brooks,Glycerin 18,2022-12-11,160,purchase
ab481440-4cd2-4e8a-9db8-d1d2bab1f05a,New Balance,860 12,2022-11-25,160,purchase
ab481440-4cd2-4e8a-9db8-d1d2bab1f05a,New Balance,860 13,2023-01-07,160,purchase
37f9929b-1f38-49b9-99fa-ba060d5288fb,Hoka,Arahi 4,2022-08-07,160,purchase
37f9929b-1f38-49b9-99fa-ba060d5288fb,Asics,GT-2000 8,2021-06-06,160,purchase
37f9929b-1f38-49b9-99fa-ba060d5288fb,Asics,Nimbus 21,2021-05-14,160,purchase
37f9929b-1f38-49b9-99fa-ba060d5288fb,Asics,GT-2000 10,2023-07-27,-160,return
37f9929b-1f38-49b9-99fa-ba060d5288fb,Asics,GT-2000 10,2023-07-01,160,purchase
bcb80a98-5cd7-40ad-a25e-dae45bd188d9,Nike,Invincible 1,2021-11-05,160,purchase
bcb80a98-5cd7-40ad-a25e-dae45bd188d9,ON,Cloudrunner 1,2022-10-12,160,purchase
bcb80a98-5cd7-40ad-a25e-dae45bd188d9,ON,Cloudmonster 1,2021-04-27,160,purchase
bcb80a98-5cd7-40ad-a25e-dae45bd188d9,Mizuno,Waveinspire 15,2021-12-28,160,purchase
bcb80a98-5cd7-40ad-a25e-dae45bd188d9,Mizuno,Wavesky 2,2021-08-15,160,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,ON,Cloudflow 1,2020-12-06,160,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,ON,Cloudsurfer 4,2022-10-26,140,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,New Balance,860 12,2022-11-07,160,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,Saucony,Ride 15,2024-09-23,140,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,Hoka,Clifton 6,2021-06-09,140,purchase
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,Asics,Cumulus 24,2024-10-11,140,purchase
8a6e8a94-dc05-498b-9fac-043773acb3c1,New Balance,860 10,2020-08-05,160,purchase
8a6e8a94-dc05-498b-9fac-043773acb3c1,ON,Cloudsurfer 2,2020-07-17,140,purchase
8a6e8a94-dc05-498b-9fac-043773acb3c1,Asics,GT-2000 10,2023-09-25,160,purchase
8a6e8a94-dc05-498b-9fac-043773acb3c1,Hoka,Clifton 8,2023-04-10,140,purchase
8a6e8a94-dc05-498b-9fac-043773acb3c1,Hoka,Arahi 5,2023-01-18,160,purchase
7d4b16c2-88ae-4de0-a6b5-54c44a3f5afd,Asics,Kayano 26,2021-04-01,165,purchase
7d4b16c2-88ae-4de0-a6b5-54c44a3f5afd,New Balance,880 12,2022-05-18,165,purchase
7d4b16c2-88ae-4de0-a6b5-54c44a3f5afd,Asics,Kayano 26,2021-10-29,165,purchase
eb342eef-8fce-4594-b090-da16054cfe1e,ON,Cloudflow 1,2021-11-02,160,purchase
eb342eef-8fce-4594-b090-da16054cfe1e,Mizuno,Waverider 23,2022-06-18,140,purchase
eb342eef-8fce-4594-b090-da16054cfe1e,ON,Cloudrunner 1,2023-10-14,160,purchase
eb342eef-8fce-4594-b090-da16054cfe1e,New Balance,1080 14,2024-07-19,160,purchase
6014725a-16cd-48ce-b3e9-81992518a72c,New Balance,880 11,2021-06-23,140,purchase
6014725a-16cd-48ce-b3e9-81992518a72c,Brooks,Glycerin GTS 19,2021-01-07,160,purchase
6014725a-16cd-48ce-b3e9-81992518a72c,Brooks,Adrenaline 18,2020-05-12,160,purchase
6014725a-16cd-48ce-b3e9-81992518a72c,ON,Cloudflow 2,2022-04-14,160,purchase
6014725a-16cd-48ce-b3e9-81992518a72c,Mizuno,Waverider 24,2023-01-20,140,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Mizuno,Waverider 24,2023-05-04,140,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Mizuno,Waverider 22,2021-12-21,-140,return
b6571136-6134-4c5a-bdb7-1402bf7c4361,Mizuno,Waverider 22,2021-12-13,140,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Mizuno,Wavesky 3,2022-04-02,160,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Saucony,Guide 12,2021-06-13,160,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Hoka,Arahi 6,2024-06-05,160,purchase
b6571136-6134-4c5a-bdb7-1402bf7c4361,Hoka,Arahi 5,2023-10-01,-160,return
b6571136-6134-4c5a-bdb7-1402bf7c4361,Hoka,Arahi 5,2023-06-08,160,purchase
0891ecc0-dc91-4ce6-8311-65dd03b5a990,Hoka,Bondi 4,2020-12-19,160,purchase
0891ecc0-dc91-4ce6-8311-65dd03b5a990,Brooks,Ghost 13,2022-08-29,-140,return
0891ecc0-dc91-4ce6-8311-65dd03b5a990,Brooks,Ghost 13,2022-08-01,140,purchase
0891ecc0-dc91-4ce6-8311-65dd03b5a990,Mizuno,Waveinspire 17,2023-09-12,160,purchase
a4f368c9-e70e-401a-9479-2b162887a35a,Hoka,Arahi 6,2024-01-04,145,purchase
a4f368c9-e70e-401a-9479-2b162887a35a,Hoka,Arahi 4,2022-10-29,145,purchase
a4f368c9-e70e-401a-9479-2b162887a35a,Hoka,Clifton 9,2024-02-11,165,purchase
a4f368c9-e70e-401a-9479-2b162887a35a,Hoka,Arahi 4,2022-12-05,145,purchase
a4f368c9-e70e-401a-9479-2b162887a35a,Asics,Nimbus 24,2024-06-07,165,purchase
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Hoka,Gaviota 1,2020-02-09,165,purchase
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Asics,Cumulus 23,2023-04-30,165,purchase
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Hoka,Gaviota 1,2021-09-23,165,purchase
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Hoka,Gaviota 1,2021-12-11,165,purchase
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Asics,GT-2000 10,2023-10-22,145,purchase
320749e8-1eec-4410-8842-d8cf13b7474c,Asics,Nimbus 24,2024-01-15,160,purchase
320749e8-1eec-4410-8842-d8cf13b7474c,Asics,Kayano 29,2024-06-03,160,purchase
320749e8-1eec-4410-8842-d8cf13b7474c,ON,Cloudrunner 1,2022-05-20,160,purchase
320749e8-1eec-4410-8842-d8cf13b7474c,New Balance,880 14,2024-02-13,140,purchase
320749e8-1eec-4410-8842-d8cf13b7474c,Mizuno,Waveinspire 16,2022-02-17,160,purchase
d8d0ccdd-b09a-4270-a1fc-d8e0bc8bca7c,Brooks,Glycerin GTS 20,2022-07-24,160,purchase
d8d0ccdd-b09a-4270-a1fc-d8e0bc8bca7c,Saucony,Endorphin Speed 1,2022-07-09,140,purchase
d8d0ccdd-b09a-4270-a1fc-d8e0bc8bca7c,ON,Cloudsurfer 2,2020-07-14,140,purchase
d270c175-06b9-4c1f-803a-0f636a6896a6,New Balance,1080 14,2024-03-23,160,purchase
d270c175-06b9-4c1f-803a-0f636a6896a6,Saucony,Ride 11,2020-12-21,140,purchase
d270c175-06b9-4c1f-803a-0f636a6896a6,New Balance,860 12,2022-09-10,160,purchase
3e18b9e1-b77c-4a6c-9806-f26225463c64,Asics,Kayano 28,2023-06-18,160,purchase
3e18b9e1-b77c-4a6c-9806-f26225463c64,Hoka,Gaviota 4,2024-12-30,-160,return
3e18b9e1-b77c-4a6c-9806-f26225463c64,Hoka,Gaviota 4,2024-12-29,160,purchase
3e18b9e1-b77c-4a6c-9806-f26225463c64,ON,Cloudflow 3,2023-04-28,160,purchase
3e18b9e1-b77c-4a6c-9806-f26225463c64,Nike,Pegasus 39,2024-12-15,140,purchase
3e18b9e1-b77c-4a6c-9806-f26225463c64,Nike,Structure 21,2021-10-25,160,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,Nike,Invincible 3,2024-06-18,160,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,Nike,Invincible 3,2024-10-09,160,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,New Balance,860 14,2024-06-17,160,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,Saucony,Guide 15,2024-07-26,160,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,New Balance,880 12,2022-11-26,140,purchase
1fa10951-0216-43d5-9ff1-44566d250bcc,Brooks,Adrenaline 18,2020-02-17,160,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Saucony,Endorphin Speed 2,2023-01-10,140,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Mizuno,Wavesky 5,2024-08-07,160,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Asics,GT-2000 7,2020-12-14,-160,return
528c7f37-7f79-416d-9195-5750fb08ecfb,Asics,GT-2000 7,2020-11-07,160,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Nike,Structure 24,2024-08-28,-160,return
528c7f37-7f79-416d-9195-5750fb08ecfb,Nike,Structure 24,2024-07-28,160,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Asics,GT-2000 7,2020-01-01,160,purchase
528c7f37-7f79-416d-9195-5750fb08ecfb,Mizuno,Waverider 22,2021-07-16,-140,return
528c7f37-7f79-416d-9195-5750fb08ecfb,Mizuno,Waverider 22,2021-07-11,140,purchase
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Asics,Kayano 28,2023-11-06,-165,return
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Asics,Kayano 28,2023-04-09,165,purchase
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Asics,Cumulus 23,2023-08-06,165,purchase
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Asics,Kayano 28,2023-09-16,165,purchase
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Asics,GT-2000 10,2023-10-25,145,purchase
6c45b955-4d30-4167-af95-07dfca47728c,Hoka,Bondi 5,2021-04-03,160,purchase
6c45b955-4d30-4167-af95-07dfca47728c,Nike,Pegasus 37,2022-10-23,140,purchase
6c45b955-4d30-4167-af95-07dfca47728c,ON,Cloudrunner 1,2023-10-10,160,purchase
6c45b955-4d30-4167-af95-07dfca47728c,Saucony,Guide 15,2024-06-12,160,purchase
6c45b955-4d30-4167-af95-07dfca47728c,ON,Cloudflow 2,2022-08-12,-160,return
6c45b955-4d30-4167-af95-07dfca47728c,ON,Cloudflow 2,2022-07-28,160,purchase
e01690f7-476d-4602-b991-cd2b95ff7b31,New Balance,1080 11,2021-11-10,160,purchase
e01690f7-476d-4602-b991-cd2b95ff7b31,Nike,Vomero 12,2020-07-09,160,purchase
e01690f7-476d-4602-b991-cd2b95ff7b31,Nike,Invincible 2,2023-01-28,160,purchase
e01690f7-476d-4602-b991-cd2b95ff7b31,Nike,Structure 24,2024-01-22,160,purchase
e01690f7-476d-4602-b991-cd2b95ff7b31,New Balance,860 11,2021-01-20,160,purchase
416d238b-05a2-48a3-8d79-82bf4b22a1af,Asics,Cumulus 24,2024-02-20,165,purchase
416d238b-05a2-48a3-8d79-82bf4b22a1af,Asics,Nimbus 22,2022-02-04,165,purchase
416d238b-05a2-48a3-8d79-82bf4b22a1af,Asics,Nimbus 23,2023-05-26,165,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,Nike,Pegasus 36,2021-09-16,140,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,ON,Cloudflow 4,2024-11-01,160,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,New Balance,860 10,2020-11-10,-160,return
31404eab-b254-42c3-a9d0-d262caa9053d,New Balance,860 10,2020-10-26,160,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,New Balance,860 12,2022-11-13,160,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,Nike,Structure 23,2023-06-16,160,purchase
31404eab-b254-42c3-a9d0-d262caa9053d,New Balance,1080 12,2022-08-22,160,purchase
568e500f-7c41-4ee0-9c8d-f33c5db36d33,Hoka,Clifton 6,2021-08-09,140,purchase
568e500f-7c41-4ee0-9c8d-f33c5db36d33,Nike,Vomero 13,2021-04-09,160,purchase
568e500f-7c41-4ee0-9c8d-f33c5db36d33,New Balance,860 11,2021-04-08,160,purchase
568e500f-7c41-4ee0-9c8d-f33c5db36d33,New Balance,880 14,2024-07-08,140,purchase
30b54b7c-f7c9-47c5-8637-3b2a20d42498,Nike,Structure 22,2022-04-08,160,purchase
30b54b7c-f7c9-47c5-8637-3b2a20d42498,Nike,Pegasus 37,2022-06-18,140,purchase
30b54b7c-f7c9-47c5-8637-3b2a20d42498,Hoka,Clifton 8,2023-09-09,140,purchase
117d8a1d-ab95-418d-bed1-b50375025921,Hoka,Arahi 5,2023-04-19,160,purchase
117d8a1d-ab95-418d-bed1-b50375025921,ON,Cloudmonster 1,2021-12-11,160,purchase
117d8a1d-ab95-418d-bed1-b50375025921,Mizuno,Waveinspire 17,2023-12-08,160,purchase
117d8a1d-ab95-418d-bed1-b50375025921,Saucony,Guide 15,2024-09-14,160,purchase
117d8a1d-ab95-418d-bed1-b50375025921,Brooks,Adrenaline 19,2021-04-17,160,purchase
4d031d5f-5e65-45e9-b829-0529a6135175,New Balance,1080 12,2022-08-17,160,purchase
4d031d5f-5e65-45e9-b829-0529a6135175,ON,Cloudrunner 1,2021-11-19,160,purchase
4d031d5f-5e65-45e9-b829-0529a6135175,New Balance,880 10,2020-10-24,140,purchase
4d031d5f-5e65-45e9-b829-0529a6135175,ON,Cloudflow 4,2024-08-27,160,purchase
18dadcae-7859-4118-b195-fbbe0d1f4a70,Mizuno,Waverider 23,2022-01-09,140,purchase
18dadcae-7859-4118-b195-fbbe0d1f4a70,Brooks,Adrenaline 20,2022-11-09,-160,return
18dadcae-7859-4118-b195-fbbe0d1f4a70,Brooks,Adrenaline 20,2022-05-16,160,purchase
18dadcae-7859-4118-b195-fbbe0d1f4a70,Brooks,Glycerin GTS 19,2021-10-27,160,purchase
9d93b298-ce9a-47da-9596-a06df02a9a2c,Hoka,Gaviota 1,2021-12-28,165,purchase
9d93b298-ce9a-47da-9596-a06df02a9a2c,Hoka,Bondi 8,2024-01-04,165,purchase
9d93b298-ce9a-47da-9596-a06df02a9a2c,Asics,GT-2000 9,2022-01-25,145,purchase
9d93b298-ce9a-47da-9596-a06df02a9a2c,Hoka,Bondi 7,2023-12-22,-165,return
9d93b298-ce9a-47da-9596-a06df02a9a2c,Hoka,Bondi 7,2023-08-26,165,purchase
9d93b298-ce9a-47da-9596-a06df02a9a2c,Hoka,Clifton 9,2024-04-18,165,purchase
8cbd4b5a-19c5-4777-afca-6b4e290f148b,Hoka,Bondi 5,2021-10-22,160,purchase
8cbd4b5a-19c5-4777-afca-6b4e290f148b,Asics,Nimbus 23,2023-02-25,160,purchase
8cbd4b5a-19c5-4777-afca-6b4e290f148b,Nike,Pegasus 38,2023-07-04,140,purchase
8cbd4b5a-19c5-4777-afca-6b4e290f148b,Saucony,Guide 11,2020-11-11,160,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,ON,Cloudsurfer 2,2020-11-20,140,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,New Balance,1080 10,2020-07-03,160,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,ON,Cloudrunner 1,2023-03-24,160,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,Asics,Cumulus 20,2020-01-02,140,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,Asics,Nimbus 22,2022-05-12,160,purchase
3b239821-8543-48c8-abb8-1fac68bcae6b,Brooks,Glycerin GTS 18,2020-08-24,160,purchase
a80c5987-5a58-4526-bb7d-482d55e293c7,Mizuno,Waverider 24,2023-02-16,140,purchase
a80c5987-5a58-4526-bb7d-482d55e293c7,Nike,Structure 22,2022-01-05,160,purchase
a80c5987-5a58-4526-bb7d-482d55e293c7,Saucony,Ride 14,2023-09-04,140,purchase
a80c5987-5a58-4526-bb7d-482d55e293c7,Saucony,Endorphin Speed 1,2020-08-21,-140,return
a80c5987-5a58-4526-bb7d-482d55e293c7,Saucony,Endorphin Speed 1,2020-08-09,140,purchase
a80c5987-5a58-4526-bb7d-482d55e293c7,Hoka,Clifton 7,2022-06-04,140,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,ON,Cloudflow 2,2022-05-26,-160,return
57e787ce-7710-485c-9110-9e35b9ceaa55,ON,Cloudflow 2,2022-05-03,160,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,ON,Cloudflow 2,2022-06-04,160,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,Nike,Pegasus 37,2022-02-21,140,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,Hoka,Clifton 8,2023-12-02,140,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,Brooks,Adrenaline 20,2022-09-16,160,purchase
57e787ce-7710-485c-9110-9e35b9ceaa55,New Balance,880 12,2022-06-03,140,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,Asics,Kayano 26,2021-10-20,-160,return
764be4aa-0337-45ab-ac29-11a7938063b9,Asics,Kayano 26,2021-05-08,160,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,Asics,Kayano 29,2024-04-17,160,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,Hoka,Bondi 4,2020-03-29,160,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,Asics,Kayano 27,2022-07-11,160,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,New Balance,860 13,2023-07-31,160,purchase
764be4aa-0337-45ab-ac29-11a7938063b9,Brooks,Glycerin GTS 20,2022-03-17,160,purchase
311b94f2-8c80-4928-9ea6-8cac09ba7d45,Saucony,Ride 14,2023-08-08,140,purchase
311b94f2-8c80-4928-9ea6-8cac09ba7d45,Mizuno,Waveinspire 17,2023-05-23,160,purchase
311b94f2-8c80-4928-9ea6-8cac09ba7d45,Saucony,Ride 14,2023-10-25,140,purchase
311b94f2-8c80-4928-9ea6-8cac09ba7d45,Hoka,Bondi 7,2023-11-06,160,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,ON,Cloudflow 1,2020-09-18,160,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,Saucony,Endorphin Speed 2,2023-05-19,140,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,Saucony,Guide 12,2021-02-24,160,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,Hoka,Gaviota 1,2021-04-18,160,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,Nike,Structure 23,2023-04-22,160,purchase
02633a17-08b7-484d-8b0f-cbd542fe3926,Mizuno,Waverider 24,2023-06-23,140,purchase
7417fb51-6b8c-4c7c-acb4-28c92bebc697,ON,Cloudrunner 1,2020-05-16,160,purchase
7417fb51-6b8c-4c7c-acb4-28c92bebc697,Mizuno,Waveinspire 15,2021-09-27,160,purchase
7417fb51-6b8c-4c7c-acb4-28c92bebc697,Asics,Kayano 28,2023-12-10,160,purchase
7417fb51-6b8c-4c7c-acb4-28c92bebc697,Hoka,Gaviota 2,2022-12-06,160,purchase
7417fb51-6b8c-4c7c-acb4-28c92bebc697,Brooks,Adrenaline 22,2024-12-03,160,purchase
870fceef-18be-4830-b728-b3144bb4f76d,Asics,Cumulus 23,2023-11-16,140,purchase
870fceef-18be-4830-b728-b3144bb4f76d,ON,Cloudsurfer 6,2024-06-26,140,purchase
870fceef-18be-4830-b728-b3144bb4f76d,Mizuno,Waverider 23,2022-08-20,-140,return
870fceef-18be-4830-b728-b3144bb4f76d,Mizuno,Waverider 23,2022-04-29,140,purchase
870fceef-18be-4830-b728-b3144bb4f76d,Nike,Vomero 16,2024-12-04,160,purchase
d30789d0-5a6d-45f9-9e9d-df8243183bda,Asics,GT-2000 10,2023-10-14,145,purchase
d30789d0-5a6d-45f9-9e9d-df8243183bda,Asics,Kayano 25,2020-07-02,165,purchase
d30789d0-5a6d-45f9-9e9d-df8243183bda,Hoka,Clifton 9,2024-01-28,165,purchase
d30789d0-5a6d-45f9-9e9d-df8243183bda,Asics,Cumulus 23,2023-11-01,-165,return
d30789d0-5a6d-45f9-9e9d-df8243183bda,Asics,Cumulus 23,2023-08-28,165,purchase
d30789d0-5a6d-45f9-9e9d-df8243183bda,Hoka,Clifton 6,2021-11-23,165,purchase
22cdbe1e-e3e0-468e-90e8-83c18a9eaad2,Hoka,Arahi 3,2021-11-30,160,purchase
22cdbe1e-e3e0-468e-90e8-83c18a9eaad2,Brooks,Glycerin 20,2024-05-10,160,purchase
22cdbe1e-e3e0-468e-90e8-83c18a9eaad2,New Balance,860 12,2022-04-29,160,purchase
22cdbe1e-e3e0-468e-90e8-83c18a9eaad2,New Balance,860 12,2022-05-15,160,purchase
1b430086-535b-493f-8281-3c51e719048a,Asics,Nimbus 22,2022-09-25,160,purchase
1b430086-535b-493f-8281-3c51e719048a,New Balance,880 11,2021-08-14,140,purchase
1b430086-535b-493f-8281-3c51e719048a,New Balance,1080 12,2022-05-24,160,purchase
1b430086-535b-493f-8281-3c51e719048a,Brooks,Adrenaline 22,2024-07-27,160,purchase
34700a4a-ec73-4931-9916-04a09000eeeb,ON,Cloudflow 1,2020-06-02,160,purchase
34700a4a-ec73-4931-9916-04a09000eeeb,Nike,Vomero 15,2023-12-26,-160,return
34700a4a-ec73-4931-9916-04a09000eeeb,Nike,Vomero 15,2023-12-03,160,purchase
34700a4a-ec73-4931-9916-04a09000eeeb,ON,Cloudrunner 1,2024-05-12,160,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,ON,Cloudrunner 1,2023-02-04,160,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,Asics,Cumulus 22,2022-03-18,-140,return
e85c4abd-27c6-40dd-8ede-ca47c830f069,Asics,Cumulus 22,2022-02-09,140,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,Brooks,Glycerin GTS 21,2023-09-06,160,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,Nike,Pegasus 35,2020-01-20,140,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,Mizuno,Waveinspire 14,2020-07-05,160,purchase
e85c4abd-27c6-40dd-8ede-ca47c830f069,Brooks,Adrenaline 22,2024-01-20,160,purchase
4cfd1041-8bdb-407c-8eb9-3bc005df8627,Saucony,Ride 13,2022-09-29,140,purchase
4cfd1041-8bdb-407c-8eb9-3bc005df8627,Brooks,Adrenaline 22,2024-05-03,160,purchase
4cfd1041-8bdb-407c-8eb9-3bc005df8627,Saucony,Guide 11,2020-05-05,160,purchase
4cfd1041-8bdb-407c-8eb9-3bc005df8627,New Balance,880 14,2024-07-27,140,purchase
